edad_cliente,departamento_correspondencia,cr_hipotecario,dafuturo,cdt,fond,ingreso_2,act_laboral_general,acierta_plus,categoria_gasto,categoria_ahorro,categoria_credito,madurez_financiera,open_rate,quanto,con_gusto_agrupado,con_digital_d
25,,0,0,0,0,\N,,0,\N,\N,\N,0,,1053,sin_informacion,No_digital
30,"BOGOTA, D.C.",0,0,0,0,\N,,317,\N,\N,\N,0,0.0,2443,sin_informacion,No_digital
22,HUILA,0,0,0,0,1020012,EMPLEADO,378,\N,\N,\N,0,0.0,1062,sin_informacion,Digital
29,ANTIOQUIA,0,0,0,0,1252212,EMPLEADO,352,,Minimo Ahorro,Pago afectado,0,,1817,sin_informacion,No_digital
19,,0,0,0,0,\N,,0,\N,\N,\N,0,,1244,sin_informacion,No_digital
29,META,0,0,0,0,1503207,EMPLEADO,1,\N,\N,\N,0,,1944,sin_informacion,Digital
20,,0,0,0,0,\N,,0,\N,\N,\N,0,,1299,sin_informacion,No_digital
18,SANTANDER,0,0,0,0,908526,,\N,\N,\N,\N,0,,\N,sin_informacion,No_digital
22,"BOGOTA, D.C.",0,0,0,0,1020012,EMPLEADO,0,\N,\N,\N,0,0.04,1208,sin_informacion,No_digital
18,,0,0,0,0,\N,,1,\N,\N,\N,0,,1217,sin_informacion,No_digital
23,SANTANDER,0,0,0,0,1746490,INDEPENDIENTE,0,\N,\N,\N,0,,1226,sin_informacion,No_digital
27,,0,0,0,0,\N,,347,\N,\N,\N,0,,1744,sin_informacion,No_digital
30,META,0,0,0,0,1332074,EMPLEADO,484,Bajo,,Pago afectado,0,0.03,1635,sin_informacion,No_digital
30,,0,0,0,0,\N,,765,\N,\N,\N,1,,1953,sin_informacion,No_digital
29,"BOGOTA, D.C.",0,0,0,0,\N,,0,\N,\N,\N,0,0.0,1208,sin_informacion,No_digital
29,SANTANDER,0,0,0,0,3602012,EMPLEADO,719,Bajo,Minimo Ahorro,Paga mas,1,,4260,Hogar,Digital
24,,0,0,0,0,\N,,1,\N,\N,\N,0,,1762,sin_informacion,No_digital
29,,0,0,0,0,\N,,367,\N,\N,\N,0,,1499,sin_informacion,No_digital
26,,0,0,0,0,\N,,763,\N,\N,\N,0,,1181,sin_informacion,No_digital
22,,0,0,0,0,\N,,1,\N,\N,\N,0,,1435,sin_informacion,No_digital
24,,0,0,0,0,\N,,0,\N,\N,\N,0,,1271,sin_informacion,No_digital
29,CAQUETA,0,0,0,0,\N,,850,Bajo,,Pago normal,1,0.0,3216,sin_informacion,No_digital
28,HUILA,0,0,0,0,1338657,,178,\N,\N,\N,0,,1608,sin_informacion,No_digital
30,VALLE DEL CAUCA,0,0,0,0,\N,,836,\N,\N,\N,1,,1653,sin_informacion,No_digital
23,META,0,0,0,0,1352969,EMPLEADO,1,\N,\N,\N,0,0.03,1417,sin_informacion,Digital
26,META,0,0,0,0,1707533,AMA DE CASA,1,\N,\N,\N,0,0.0,1181,sin_informacion,Digital
29,,0,0,0,0,\N,,803,\N,\N,\N,0,,1553,sin_informacion,No_digital
24,"BOGOTA, D.C.",0,0,0,0,\N,,257,\N,\N,\N,0,,1817,sin_informacion,No_digital
26,ANTIOQUIA,0,0,0,0,\N,,1,\N,\N,\N,0,,1317,sin_informacion,No_digital
20,,0,0,0,0,\N,,0,\N,\N,\N,0,,1271,sin_informacion,No_digital
22,CUNDINAMARCA,0,0,0,0,1102012,ESTUDIANTE,726,\N,\N,\N,0,0.45,1499,sin_informacion,Digital
27,MAGDALENA,0,0,0,0,\N,,625,\N,\N,\N,0,0.06,2634,sin_informacion,No_digital
25,,0,0,0,0,\N,,0,\N,\N,\N,0,,1244,sin_informacion,No_digital
23,"BOGOTA, D.C.",0,0,0,0,\N,,0,\N,\N,\N,0,,1299,sin_informacion,No_digital
30,"BOGOTA, D.C.",0,0,1,0,2246178,EMPLEADO,784,,Ahorro,,1,,3207,sin_informacion,No_digital
23,,0,0,0,0,\N,,315,\N,\N,\N,0,,1353,sin_informacion,No_digital
29,MAGDALENA,0,0,0,0,\N,,683,\N,\N,\N,0,,2389,sin_informacion,No_digital
30,"BOGOTA, D.C.",0,0,0,0,1384012,EMPLEADO,734,Bajo,Ahorro,,1,0.0,1780,sin_informacion,Digital
28,ANTIOQUIA,0,0,0,0,2216882,INDEPENDIENTE,854,\N,\N,\N,1,0.1,2171,sin_informacion,No_digital
18,,0,0,0,0,\N,,0,\N,\N,\N,0,,0,sin_informacion,No_digital
20,,0,0,0,0,\N,,662,\N,\N,\N,0,,1326,sin_informacion,No_digital
26,CUNDINAMARCA,0,0,0,0,1131940,INDEPENDIENTE,492,\N,\N,\N,0,0.0,2016,sin_informacion,Digital
19,ANTIOQUIA,0,0,0,0,1022012,EMPLEADO,737,Bajo,Sin Ahorro,,0,0.03,1308,,Digital
27,RISARALDA,0,0,0,0,908526,INDEPENDIENTE,593,Bajo,Minimo Ahorro,Pago afectado,1,,1871,sin_informacion,No_digital
27,QUINDIO,0,0,0,0,1200241,EMPLEADO,698,Bajo,Minimo Ahorro,Pago normal,1,0.89,1680,Farmacia,Digital
27,VALLE DEL CAUCA,0,0,0,0,908526,EMPLEADO,\N,\N,\N,\N,0,,\N,sin_informacion,No_digital
25,,0,0,0,0,\N,,347,\N,\N,\N,0,,1199,sin_informacion,No_digital
20,,0,0,0,0,\N,,453,\N,\N,\N,0,,1780,sin_informacion,No_digital
28,ANTIOQUIA,0,0,0,0,1398012,EMPLEADO,779,,,Pago normal,0,0.0,2053,sin_informacion,No_digital
30,CUNDINAMARCA,0,0,0,0,\N,,189,\N,\N,\N,0,0.0,1926,sin_informacion,No_digital
21,,0,0,0,0,\N,,775,\N,\N,\N,0,,1517,sin_informacion,No_digital
29,MAGDALENA,0,0,1,0,1331032,EMPLEADO,711,Bajo,Ahorro,,1,0.36,1535,sin_informacion,No_digital
23,"BOGOTA, D.C.",0,0,0,0,1020012,EMPLEADO,0,\N,\N,\N,0,0.11,1135,sin_informacion,No_digital
29,CUNDINAMARCA,0,0,0,0,1205233,INDEPENDIENTE,683,Bajo,Minimo Ahorro,,1,0.0,1780,sin_informacion,Digital
21,,0,0,0,0,\N,,728,\N,\N,\N,0,,1271,sin_informacion,No_digital
22,,0,0,0,0,\N,,274,\N,\N,\N,0,,1780,sin_informacion,No_digital
29,,0,0,0,0,\N,,755,\N,\N,\N,1,,2180,sin_informacion,No_digital
28,,0,0,0,0,\N,,0,\N,\N,\N,0,,1053,sin_informacion,No_digital
30,ATLANTICO,0,0,0,0,1156012,EMPLEADO,389,Aumento,Minimo Ahorro,,0,,1444,sin_informacion,No_digital
21,,0,0,0,0,\N,,0,\N,\N,\N,0,0.0,0,sin_informacion,No_digital
18,,0,0,0,0,\N,,0,\N,\N,\N,0,,0,sin_informacion,No_digital
20,,0,0,0,0,\N,,718,\N,\N,\N,0,,1317,sin_informacion,No_digital
28,,0,0,0,0,\N,,854,\N,\N,\N,1,,2425,sin_informacion,No_digital
28,"BOGOTA, D.C.",0,0,0,0,\N,,737,\N,\N,\N,1,,1671,sin_informacion,No_digital
30,CUNDINAMARCA,0,0,1,0,1738254,PENSIONADO,700,,Ahorro,,0,0.0,1371,sin_informacion,No_digital
29,"BOGOTA, D.C.",0,0,0,0,\N,,732,\N,\N,\N,0,,1281,sin_informacion,No_digital
25,CAUCA,0,0,0,0,2086012,EMPLEADO,718,Aumento,Ahorro,,0,0.0,2425,Mascotas,No_digital
27,CASANARE,0,0,0,0,1041012,EMPLEADO,698,\N,\N,\N,1,,1426,sin_informacion,No_digital
27,,0,0,0,0,\N,,150,\N,\N,\N,0,,1499,sin_informacion,No_digital
22,,0,0,0,0,\N,,315,\N,\N,\N,0,,1417,sin_informacion,No_digital
30,"BOGOTA, D.C.",0,0,0,0,1310212,EMPLEADO,336,\N,\N,\N,0,0.16,1771,sin_informacion,No_digital
20,VALLE DEL CAUCA,0,0,0,0,1047012,ESTUDIANTE,734,Bajo,Minimo Ahorro,,1,0.13,1262,Supermercado,Digital
24,,0,0,0,0,\N,,705,\N,\N,\N,0,,1353,sin_informacion,No_digital
28,CUNDINAMARCA,0,0,0,0,2471212,EMPLEADO,358,Bajo,Minimo Ahorro,,0,0.11,1853,Supermercado,Digital
21,MAGDALENA,0,0,0,0,1746490,EMPLEADO,0,\N,\N,\N,0,0.0,1226,sin_informacion,Digital
30,HUILA,0,0,0,0,1161590,INDEPENDIENTE,301,\N,\N,\N,0,,6259,sin_informacion,No_digital
29,,0,0,0,0,\N,,0,\N,\N,\N,0,,1135,sin_informacion,No_digital
29,,0,0,0,0,\N,,1,\N,\N,\N,0,,1771,sin_informacion,No_digital
28,,0,0,0,0,\N,,687,\N,\N,\N,0,,1335,sin_informacion,No_digital
26,,0,0,0,0,\N,,690,\N,\N,\N,0,,1335,sin_informacion,No_digital
22,,0,0,0,0,\N,,710,\N,\N,\N,0,,1353,sin_informacion,No_digital
25,,0,0,0,0,\N,,378,\N,\N,\N,0,,1299,sin_informacion,No_digital
22,ATLANTICO,0,0,0,0,\N,,276,\N,\N,\N,0,,1290,sin_informacion,No_digital
22,"BOGOTA, D.C.",0,0,0,0,908526,EMPLEADO,\N,\N,\N,\N,0,,\N,sin_informacion,No_digital
20,"BOGOTA, D.C.",0,0,0,0,\N,,384,\N,\N,\N,0,,1989,sin_informacion,No_digital
23,,0,0,0,0,\N,,1,\N,\N,\N,0,,1344,sin_informacion,No_digital
26,NORTE DE SANTANDER,0,0,0,0,1372563,INDEPENDIENTE,540,\N,\N,\N,1,0.0,1608,sin_informacion,No_digital
23,CUNDINAMARCA,0,0,0,0,1183212,EMPLEADO,309,\N,\N,\N,1,0.14,2089,Farmacia,No_digital
21,,0,0,0,0,\N,,0,\N,\N,\N,0,,1271,sin_informacion,No_digital
28,ANTIOQUIA,0,0,0,0,3637756,INDEPENDIENTE,410,\N,\N,\N,0,0.02,4015,sin_informacion,Digital
24,QUINDIO,0,0,0,0,\N,,669,\N,\N,\N,0,,1326,sin_informacion,No_digital
27,,0,0,0,0,\N,,243,\N,\N,\N,0,,2189,sin_informacion,No_digital
27,LA GUAJIRA,0,0,0,0,1209033,INDEPENDIENTE,237,\N,\N,\N,0,0.0,1499,sin_informacion,No_digital
30,CUNDINAMARCA,0,0,0,0,10765213,EMPLEADO,777,Bajo,Ahorro,Pago normal,1,0.26,6813,sin_informacion,No_digital
24,,0,0,0,0,\N,,1,\N,\N,\N,0,,1208,sin_informacion,No_digital
30,"BOGOTA, D.C.",0,0,0,0,\N,,338,\N,\N,\N,0,0.04,1871,sin_informacion,No_digital
30,HUILA,0,0,0,0,1406012,EMPLEADO,654,Bajo,Minimo Ahorro,,0,,1399,,No_digital
24,MAGDALENA,0,0,0,0,\N,,612,\N,\N,\N,1,0.5,1344,sin_informacion,No_digital
22,,0,0,0,0,\N,,0,\N,\N,\N,0,,0,sin_informacion,No_digital
26,MAGDALENA,0,0,0,0,1330846,EMPLEADO,1,\N,\N,\N,0,,908,sin_informacion,Digital
19,,0,0,0,0,\N,,0,\N,\N,\N,0,,1308,sin_informacion,No_digital
29,SANTANDER,0,0,0,0,1278212,EMPLEADO,656,\N,\N,\N,1,0.0,2026,sin_informacion,No_digital
20,,0,0,0,0,\N,,0,\N,\N,\N,0,,1299,sin_informacion,No_digital
30,HUILA,0,0,0,0,\N,,739,\N,\N,\N,0,,2534,sin_informacion,No_digital
22,"BOGOTA, D.C.",0,0,0,0,1027012,EMPLEADO,0,\N,\N,\N,0,0.0,1208,sin_informacion,Digital
30,CUNDINAMARCA,0,0,0,0,1162112,EMPLEADO,752,Bajo,Sin Ahorro,Pago afectado,1,0.0,1826,sin_informacion,Digital
29,BOLIVAR,0,0,0,0,\N,,0,\N,\N,\N,0,,1190,sin_informacion,No_digital
27,HUILA,0,0,0,0,1055012,EMPLEADO,620,\N,\N,\N,1,0.0,1462,sin_informacion,Digital
18,,0,0,0,0,\N,,\N,\N,\N,\N,0,,\N,sin_informacion,No_digital
29,SANTANDER,0,0,0,0,5390211,INDEPENDIENTE,872,Bajo,Sin Ahorro,Pago normal,1,0.12,5405,sin_informacion,Digital
20,PUTUMAYO,0,0,0,0,1746490,INDEPENDIENTE,0,\N,\N,\N,0,0.0,1299,sin_informacion,Digital
22,,0,0,0,0,\N,,0,\N,\N,\N,0,,1226,sin_informacion,No_digital
23,NORTE DE SANTANDER,0,0,0,0,\N,,725,\N,\N,\N,0,,1390,sin_informacion,No_digital
29,,0,0,0,0,\N,,775,\N,\N,\N,0,,2734,sin_informacion,No_digital
25,,0,0,0,0,\N,,1,\N,\N,\N,0,,1062,sin_informacion,No_digital
30,,0,0,0,0,\N,,345,\N,\N,\N,0,,1271,sin_informacion,No_digital
30,"BOGOTA, D.C.",1,0,0,0,11660475,EMPLEADO,793,\N,\N,\N,1,0.0,7913,sin_informacion,No_digital
28,,0,0,0,0,\N,,1,\N,\N,\N,0,,1035,sin_informacion,No_digital
27,ANTIOQUIA,0,0,0,0,3394274,EMPLEADO,411,\N,\N,\N,0,0.48,2144,sin_informacion,Digital
19,,0,0,0,0,\N,,0,\N,\N,\N,0,,1299,sin_informacion,No_digital
27,"BOGOTA, D.C.",0,0,0,0,\N,,712,\N,\N,\N,1,,1599,sin_informacion,No_digital
25,QUINDIO,0,0,0,0,1087012,EMPLEADO,311,\N,\N,\N,1,0.0,1235,,Digital
23,"BOGOTA, D.C.",0,0,0,0,1767212,EMPLEADO,660,\N,\N,\N,1,0.08,1335,sin_informacion,Digital
22,SANTANDER,0,0,0,0,\N,,764,\N,\N,\N,0,0.0,1453,sin_informacion,No_digital
19,CUNDINAMARCA,0,0,0,0,\N,,1,\N,\N,\N,0,,1199,sin_informacion,No_digital
26,CESAR,0,0,0,0,1081012,EMPLEADO,636,\N,\N,\N,0,,1499,sin_informacion,No_digital
30,CESAR,0,0,0,0,2049212,EMPLEADO,468,Bajo,Sin Ahorro,Pago normal,1,0.0,4460,sin_informacion,No_digital
30,,0,0,0,0,\N,,1,\N,\N,\N,0,,1290,sin_informacion,No_digital
30,VALLE DEL CAUCA,0,0,0,0,\N,,1,\N,\N,\N,0,,1508,sin_informacion,No_digital
20,,0,0,0,0,\N,,0,\N,\N,\N,0,,1380,sin_informacion,No_digital
30,CUNDINAMARCA,0,0,0,0,1160212,EMPLEADO,245,\N,\N,\N,0,0.0,1653,sin_informacion,No_digital
18,,0,0,0,0,\N,,0,\N,\N,\N,0,,0,sin_informacion,No_digital
25,CUNDINAMARCA,0,0,0,0,2273213,INDEPENDIENTE,436,Aumento,Ahorro,Pago normal,1,0.09,2925,Supermercado,No_digital
22,"BOGOTA, D.C.",0,0,0,0,\N,,0,\N,\N,\N,0,,1244,sin_informacion,No_digital
24,HUILA,0,0,0,0,1386073,AMA DE CASA,352,\N,\N,\N,0,0.0,1717,sin_informacion,Digital
21,CAUCA,0,0,0,0,1629033,INDEPENDIENTE,366,Bajo,Ahorro,,0,0.22,1726,sin_informacion,No_digital
28,,0,0,0,0,\N,,0,\N,\N,\N,0,,1271,sin_informacion,No_digital
18,CUNDINAMARCA,0,0,0,0,908526,EMPLEADO,\N,\N,\N,\N,0,,\N,,
24,,0,0,0,0,\N,,4,\N,\N,\N,0,,0,sin_informacion,No_digital
25,HUILA,0,0,0,0,1132012,EMPLEADO,797,\N,\N,\N,1,0.04,1344,sin_informacion,No_digital
27,CUNDINAMARCA,0,0,0,0,1494101,EMPLEADO,820,,,Pago afectado,1,,1762,sin_informacion,No_digital
23,VALLE DEL CAUCA,0,0,0,0,1020012,EMPLEADO,0,\N,\N,\N,0,0.0,1217,sin_informacion,No_digital
22,SAN ANDRES ISLA,0,0,0,0,1033212,EMPLEADO,339,Bajo,Minimo Ahorro,Paga mas,0,0.0,1526,sin_informacion,Digital
30,"BOGOTA, D.C.",0,0,0,0,\N,,833,\N,\N,\N,1,,2471,sin_informacion,No_digital
23,,0,0,0,0,\N,,658,\N,\N,\N,0,,1335,sin_informacion,No_digital
25,"BOGOTA, D.C.",0,0,0,0,\N,,0,\N,\N,\N,0,,1271,sin_informacion,No_digital
21,TOLIMA,0,0,0,0,959185,ESTUDIANTE,7,\N,\N,\N,0,0.46,1390,sin_informacion,Digital
21,ATLANTICO,0,0,0,0,984012,ESTUDIANTE,0,\N,\N,\N,0,0.0,1244,sin_informacion,Digital
30,TOLIMA,0,0,0,0,1644012,EMPLEADO,737,\N,\N,\N,1,0.5,3316,,Digital
25,"BOGOTA, D.C.",0,0,0,0,1352212,EMPLEADO,336,,Sin Ahorro,,1,0.01,2552,sin_informacion,No_digital
21,HUILA,0,0,0,0,1338657,INDEPENDIENTE,720,\N,\N,\N,0,,1462,sin_informacion,Digital
27,ANTIOQUIA,0,0,0,0,1185012,EMPLEADO,824,\N,\N,\N,1,,1453,Supermercado,Digital
28,BOYACA,0,0,0,0,1457550,EMPLEADO,752,,,Pago normal,1,0.08,2216,sin_informacion,No_digital
22,,0,0,0,0,\N,,727,\N,\N,\N,0,,1453,sin_informacion,No_digital
26,,0,0,0,0,\N,,4,\N,\N,\N,0,,0,sin_informacion,No_digital
22,"BOGOTA, D.C.",0,0,0,0,1710978,EMPLEADO,4,\N,\N,\N,0,0.0,0,sin_informacion,Digital
25,"BOGOTA, D.C.",0,0,0,0,1301012,EMPLEADO,741,Bajo,Minimo Ahorro,,1,0.01,1971,sin_informacion,No_digital
26,META,0,0,0,0,5977868,EMPLEADO,551,\N,\N,\N,1,0.0,7722,sin_informacion,No_digital
25,ATLANTICO,0,0,0,1,1746490,EMPLEADO,0,\N,\N,\N,0,0.05,1244,sin_informacion,Digital
23,,0,0,0,0,\N,,0,\N,\N,\N,0,,1271,sin_informacion,No_digital
27,,0,0,0,0,\N,,4,\N,\N,\N,0,,0,sin_informacion,No_digital
23,VALLE DEL CAUCA,0,0,0,0,\N,,754,\N,\N,\N,0,0.0,1444,sin_informacion,No_digital
30,ATLANTICO,0,0,0,0,1739898,INDEPENDIENTE,733,\N,\N,\N,0,,1426,sin_informacion,Digital
26,,0,0,0,0,\N,,1,\N,\N,\N,0,,1353,sin_informacion,No_digital
19,CESAR,0,0,0,0,994012,EMPLEADO,0,\N,\N,\N,0,0.76,1226,sin_informacion,No_digital
18,,0,0,0,0,\N,,\N,\N,\N,\N,0,,\N,sin_informacion,No_digital
20,"BOGOTA, D.C.",0,0,0,0,1369403,EMPLEADO,216,\N,\N,\N,0,0.04,1653,sin_informacion,Digital
27,"BOGOTA, D.C.",0,0,0,0,\N,,824,Mantiene,Minimo Ahorro,Pago afectado,0,0.82,2271,sin_informacion,No_digital
30,MAGDALENA,0,0,0,0,1571212,EMPLEADO,1,\N,\N,\N,0,,3134,sin_informacion,No_digital
20,"BOGOTA, D.C.",0,0,0,0,1730330,EMPLEADO,627,\N,\N,\N,1,0.0,1326,sin_informacion,No_digital
30,NORTE DE SANTANDER,0,0,0,0,1262033,INDEPENDIENTE,337,\N,\N,\N,0,,1935,sin_informacion,No_digital
28,NARINO,0,0,0,0,1043012,EMPLEADO,1,\N,\N,\N,0,0.0,1244,sin_informacion,Digital
23,"BOGOTA, D.C.",0,0,0,0,\N,,742,\N,\N,\N,0,,1326,sin_informacion,No_digital
22,,0,0,0,0,\N,,682,\N,\N,\N,0,,1326,sin_informacion,No_digital
18,,0,0,0,0,\N,,\N,\N,\N,\N,0,,\N,sin_informacion,No_digital
24,,0,0,0,0,\N,,799,\N,\N,\N,1,,4687,sin_informacion,No_digital
24,,0,0,0,0,\N,,437,\N,\N,\N,0,,2362,sin_informacion,No_digital
23,,0,0,0,0,\N,,0,\N,\N,\N,0,,0,sin_informacion,No_digital
23,"BOGOTA, D.C.",0,0,0,0,\N,,1,\N,\N,\N,0,,1335,sin_informacion,No_digital
26,ATLANTICO,0,0,0,0,2229033,EMPLEADO,749,Aumento,Minimo Ahorro,,0,0.0,2389,,No_digital
22,CAUCA,0,0,0,0,\N,,846,\N,\N,\N,0,,2098,sin_informacion,No_digital
22,,0,0,0,0,\N,,0,\N,\N,\N,0,0.0,1299,sin_informacion,No_digital
20,,0,0,0,0,\N,,671,\N,\N,\N,0,,1880,sin_informacion,No_digital
27,,0,0,0,0,\N,,731,\N,\N,\N,0,,1499,sin_informacion,No_digital
23,,0,0,0,0,\N,,626,\N,\N,\N,0,,1390,sin_informacion,No_digital
24,CUNDINAMARCA,0,0,0,0,1077212,EMPLEADO,391,Aumento,Minimo Ahorro,Paga mas,1,0.02,1526,sin_informacion,Digital
27,,0,0,0,0,\N,,445,\N,\N,\N,0,,1644,sin_informacion,No_digital
25,,0,0,0,0,\N,,673,\N,\N,\N,0,,1290,sin_informacion,No_digital
21,CAUCA,0,0,0,0,\N,,0,\N,\N,\N,0,0.0,1308,sin_informacion,No_digital
29,CUNDINAMARCA,0,0,0,0,1272012,EMPLEADO,441,\N,\N,\N,0,0.0,1671,sin_informacion,No_digital
20,,0,0,0,0,\N,,0,\N,\N,\N,0,,1271,sin_informacion,No_digital
24,HUILA,0,0,0,0,1234033,INDEPENDIENTE,709,Bajo,Minimo Ahorro,,1,0.0,1780,sin_informacion,Digital
18,,0,0,0,0,\N,,0,\N,\N,\N,0,,0,sin_informacion,No_digital
27,BOLIVAR,0,0,0,0,\N,,1,\N,\N,\N,0,,1090,sin_informacion,No_digital
27,"BOGOTA, D.C.",0,0,0,0,2050212,EMPLEADO,744,\N,\N,\N,1,,2044,sin_informacion,No_digital
23,,0,0,0,0,\N,,725,\N,\N,\N,0,,1480,sin_informacion,No_digital
21,,0,0,0,0,\N,,0,\N,\N,\N,0,,1244,sin_informacion,No_digital
29,SUCRE,0,0,0,0,1237012,EMPLEADO,207,\N,\N,\N,0,0.18,1771,sin_informacion,No_digital
23,,0,0,0,0,\N,,756,\N,\N,\N,0,,1780,sin_informacion,No_digital
26,"BOGOTA, D.C.",0,0,0,0,\N,,758,\N,\N,\N,1,0.0,1689,sin_informacion,No_digital
26,,0,0,0,0,\N,,0,\N,\N,\N,0,,1308,sin_informacion,No_digital
25,"BOGOTA, D.C.",0,0,0,0,1337429,EMPLEADO,1,Bajo,Minimo Ahorro,,0,0.0,1281,sin_informacion,Digital
27,,0,0,0,0,\N,,0,\N,\N,\N,0,,1053,sin_informacion,No_digital
22,CALDAS,0,0,0,0,\N,,700,\N,\N,\N,0,,1589,sin_informacion,No_digital
24,,0,0,0,0,\N,,789,\N,\N,\N,0,,1326,sin_informacion,No_digital
21,,0,0,0,0,\N,,0,\N,\N,\N,0,,0,sin_informacion,No_digital
23,,0,0,0,0,\N,,351,\N,\N,\N,0,,1317,sin_informacion,No_digital
27,SANTANDER,0,0,0,0,\N,,721,\N,\N,\N,0,0.0,2398,sin_informacion,No_digital
25,NORTE DE SANTANDER,0,0,0,0,\N,,0,\N,\N,\N,0,,1208,sin_informacion,No_digital
28,CUNDINAMARCA,0,0,0,0,908526,EMPLEADO,\N,\N,\N,\N,0,,\N,sin_informacion,No_digital
24,ATLANTICO,0,0,0,0,\N,,7,\N,\N,\N,0,0.0,1353,sin_informacion,No_digital
25,CASANARE,0,0,0,0,\N,,646,\N,\N,\N,0,,1326,sin_informacion,No_digital
27,,0,0,0,0,\N,,179,\N,\N,\N,1,,1853,sin_informacion,No_digital
27,,0,0,0,0,\N,,284,\N,\N,\N,0,,1317,sin_informacion,No_digital
26,,0,0,0,0,\N,,536,\N,\N,\N,0,,1290,sin_informacion,No_digital
29,"BOGOTA, D.C.",0,0,0,0,\N,,1,\N,\N,\N,0,,1444,sin_informacion,No_digital
23,,0,0,0,0,\N,,679,\N,\N,\N,0,,1390,sin_informacion,No_digital
29,CUNDINAMARCA,0,0,0,0,1210012,EMPLEADO,0,\N,\N,\N,0,0.6,1072,sin_informacion,No_digital
28,,0,0,0,0,\N,,441,\N,\N,\N,0,,4033,sin_informacion,No_digital
20,NORTE DE SANTANDER,0,0,0,0,2400012,EMPLEADO,\N,\N,\N,\N,0,,\N,,Digital
30,ANTIOQUIA,0,0,0,0,1310012,EMPLEADO,680,Aumento,Ahorro,Pago normal,1,0.0,2471,Compras,No_digital
19,META,0,0,0,0,1345655,ESTUDIANTE,1,\N,\N,\N,0,0.02,1199,sin_informacion,Digital
30,HUILA,0,0,0,0,11595231,INDEPENDIENTE,736,,,Pago afectado,1,0.5,5569,Cuidado personal,Digital
22,RISARALDA,0,0,0,0,973012,EMPLEADO,250,,Sin Ahorro,Pago afectado,0,,1753,sin_informacion,No_digital
30,CUNDINAMARCA,0,0,0,0,2256212,EMPLEADO,423,\N,\N,\N,1,0.06,3552,sin_informacion,No_digital
19,CUNDINAMARCA,0,0,0,0,1227626,EMPLEADO,669,\N,\N,\N,1,0.67,1308,sin_informacion,Digital
29,"BOGOTA, D.C.",0,0,0,0,\N,,725,\N,\N,\N,0,,1726,sin_informacion,No_digital
21,,0,0,0,0,\N,,0,\N,\N,\N,0,,1299,sin_informacion,No_digital
24,,0,0,0,0,\N,,150,\N,\N,\N,0,,1853,sin_informacion,No_digital
20,,0,0,0,0,\N,,0,\N,\N,\N,0,,1271,sin_informacion,No_digital
26,"BOGOTA, D.C.",0,0,0,0,1151012,ESTUDIANTE,746,\N,\N,\N,1,0.0,1471,sin_informacion,Digital
29,ANTIOQUIA,0,0,0,0,5000212,EMPLEADO,806,\N,\N,\N,1,0.27,3543,sin_informacion,No_digital
30,CUNDINAMARCA,0,0,0,0,2201012,EMPLEADO,779,,,Pago normal,1,0.0,2816,sin_informacion,No_digital
23,CORDOBA,0,0,0,0,1051212,EMPLEADO,691,Bajo,Minimo Ahorro,,0,,1126,Farmacia,Digital
22,,0,0,0,0,\N,,404,\N,\N,\N,0,,1344,sin_informacion,No_digital
23,SANTANDER,0,0,0,0,\N,,643,\N,\N,\N,0,,1181,sin_informacion,No_digital
22,,0,0,0,0,\N,,0,\N,\N,\N,0,,1271,sin_informacion,No_digital
26,,0,0,0,0,\N,,374,\N,\N,\N,0,,1662,sin_informacion,No_digital
25,,0,0,0,0,\N,,246,\N,\N,\N,0,,1308,sin_informacion,No_digital
29,"BOGOTA, D.C.",0,0,0,0,2489689,EMPLEADO,713,\N,\N,\N,1,0.0,3034,sin_informacion,No_digital
25,"BOGOTA, D.C.",0,0,0,0,1042212,EMPLEADO,397,,Minimo Ahorro,Pago normal,1,,1599,sin_informacion,Digital
29,ATLANTICO,0,0,0,0,1372077,INDEPENDIENTE,329,\N,\N,\N,0,0.0,1417,sin_informacion,Digital
24,CUNDINAMARCA,0,0,0,0,4741312,EMPLEADO,635,Mantiene,Minimo Ahorro,Pago afectado,1,0.09,7413,Restaurante,No_digital
26,CASANARE,0,0,0,0,1147012,EMPLEADO,1,Bajo,Minimo Ahorro,Pago normal,0,0.0,1326,sin_informacion,No_digital
22,NORTE DE SANTANDER,0,0,0,0,\N,,344,\N,\N,\N,0,,1408,sin_informacion,No_digital
23,ATLANTICO,0,0,0,0,\N,,635,\N,\N,\N,0,0.0,1789,sin_informacion,No_digital
29,CORDOBA,0,0,0,0,\N,,693,\N,\N,\N,0,0.0,1435,sin_informacion,No_digital
27,CORDOBA,0,0,0,0,1337429,EMPLEADO,672,\N,\N,\N,1,0.0,1271,sin_informacion,Digital
26,,0,0,0,0,\N,,0,\N,\N,\N,0,,0,sin_informacion,No_digital
20,,0,0,0,0,\N,,0,\N,\N,\N,0,,1299,sin_informacion,No_digital
29,,0,0,0,0,\N,,670,\N,\N,\N,0,,0,sin_informacion,No_digital
25,ANTIOQUIA,0,0,0,0,\N,,421,\N,\N,\N,0,,1517,sin_informacion,No_digital
22,,0,0,0,0,\N,,692,\N,\N,\N,0,,1390,sin_informacion,No_digital
27,,0,0,0,0,\N,,694,\N,\N,\N,0,,1244,sin_informacion,No_digital
25,,0,0,0,0,\N,,776,\N,\N,\N,0,,1117,sin_informacion,No_digital
